id,sentence,tane,henkei,tane extraction,henkei extraction,tane match,henkei match,tane match2,henkei match2,type,thres
2173,遺体は痛いとは言わない,遺体,痛い,,,,,,,,
2175,板塀に書いたべー,板塀,書いたべー,,,,,,,,
2176,医師会の未来は、良い視界,医師会,良い視界,,,,,,,,
2177,等高線またいで登校せーん,等高線,登校せーん,,,,,,,,
2178,うなぎの養魚場を見て幼女ギョッ,養魚場,幼女ギョッ,,,,,,,,
2179,ペリカンのくちばしは便利かん？,ペリカン,便利かん,,,,,,,,
2180,ミルクセーキを見る癖、粋<いき>,ミルクセーキ,見る癖、粋<いき>,,,,,,,,
2181,チキンはチキンと食べよう,チキン,チキンと,,,,,,,,
2182,井戸を移動,井戸,移動,,,,,,,,
2183,お餅をお持ちになった？,お餅,お持ち,,,,,,,,
2184,モテルでモテル,モテル,モテル,,,,,,,,
2185,アルマジロが…いる目白！,アルマジロ,いる目白,,,,,,,,
2186,女優が灰汁取れず,女優,灰汁取れず,,,,,,,,
2187,杜氏<とうじ>のいる湯治場<とうじば>,杜氏<とうじ>,湯治場<とうじば>,,,,,,,,
2188,自負心無き政治家に、国民は政治不信,自負,政治不信,,,,,,,,
2189,思想家が疾走か？,思想家,疾走か,,,,,,,,
2190,大人だけにおとなしい,大人,おとなしい,,,,,,,,
2191,湿気<しっき>がひどくて、失禁,湿気<しっき>,失禁,,,,,,,,
2192,後輪の具合が、気になる光琳,後輪,光琳,,,,,,,,
2193,内科に行かないか？,内科,行かないか,,,,,,,,
2194,筑波山に張り付くばあさん,筑波山,張り付くばあさん,,,,,,,,
2195,伊藤の解答,伊藤,解答,,,,,,,,
2196,いかすイカ,いかす,イカ,,,,,,,,
2197,ミネソタ州では、見ねえ操舵手,ミネソタ,見ねえ操舵,,,,,,,,
2198,花瓶に生えたカビ,花瓶,カビ,,,,,,,,
2199,勝海舟が注文したのはカツかい？,勝海舟,カツかい,,,,,,,,
2200,無知な人はムチが好き,無知,ムチ,,,,,,,,
2201,ヒーローが手に持ってるのは、ひっ、蝋<ろう>,ヒーロー,ひっ、蝋<ろう>,,,,,,,,
2202,頭が痛いって？、あ、たまたま、俺も,頭,あ、たまたま,,,,,,,,
2203,晩夏ということは、私の番か？,晩夏,私の番か,,,,,,,,
2204,誠実な人は政治通,誠実,政治通,,,,,,,,
2205,日本海は、日本かい？,日本海,日本かい,,,,,,,,
2206,特技無いままでほっとく気<ぎ>？,特技,ほっとく気<ぎ>,,,,,,,,
2207,コメンテーターの子、面<めん>って言ったー,コメンテーター,子、面<めん>って言ったー,,,,,,,,
2208,糸がいとおしい,糸,いとおしい,,,,,,,,
2209,もっか、モカに凝<こ>ってる,もっか,モカ,,,,,,,,
2210,ワンデーナイトの投手は、右腕でないと,ワンデーナイト,右腕でないと,,,,,,,,
2211,高菜をたかないと,高菜,たかないと,,,,,,,,
2212,血痕、死体のある部屋で結婚したい,結婚したい,血痕、死体,,,,,,,,
2213,カメルーンのガムを噛めるーん？,カメルーン,噛めるーん,,,,,,,,
2214,スベリ台ですべりた～い,スベリ台,すべりた～い,,,,,,,,
2216,盲導犬にもウド受けん,盲導犬,にもウド受けん,,,,,,,,
2218,ミョウガの味は妙だ,ミョウガ,妙だ,,,,,,,,
2219,網を越えネット,網,越えネット,,,,,,,,
2221,ザンビアの残ビアー,ザンビア,残ビアー,,,,,,,,
2222,部員のバイトはドライブイン,部員,ドライブイン,,,,,,,,
2224,宮根のおみやね,宮根,おみやね,,,,,,,,
2225,この姉妹は、もうおしまい…,姉妹,おしまい,,,,,,,,
2226,梅雨に入ったと、いつゆう？,梅雨,いつゆう,,,,,,,,
2227,囲碁愛好家の初対面の挨拶は、「囲碁よろしく！」,囲碁,囲碁よろしく,,,,,,,,
2228,カブスの株っす,カブス,株っす,,,,,,,,
2229,資産家の母子、参加,資産家,母子、参加,,,,,,,,
2230,ロケの場所は、６ヶ<ろっけ>,ロケ,６ヶ<ろっけ>,,,,,,,,
2231,フリーゲート艦専用の、古ぃゲートかん？,フリーゲート,古ぃゲートかん,,,,,,,,
2232,もんたよしのりが揉んだ干し海苔,もんたよしのり,揉んだ干し海苔,,,,,,,,
2233,女子付きの除湿器,女子付き,除湿器,,,,,,,,
2234,若い人は温和かい？,若い,温和かい,,,,,,,,
2235,のどかなのは喉かな？,のどかな,喉かな,,,,,,,,
2236,渓流からもう、けいりゅ？,渓流,けいりゅ,,,,,,,,
2237,大江氏を追う絵師,大江氏,追う絵師,,,,,,,,
2238,蒙古は、もうここにはいない,蒙古,もうここ,,,,,,,,
2239,イタリアに言ったれや,イタリア,言ったれや,,,,,,,,
2240,あたりめはおいしいねあったりめーだ,あたりめ,あったりめーだ,,,,,,,,
2241,江戸のエドウィン,江戸,エドウィン,,,,,,,,
2242,郷、急須を壊され号泣す,号泣す,郷、急須,,,,,,,,
2243,川田さんが言った。「川だ！！」,川田,川だ,,,,,,,,
2244,寛容な自分に菅、酔う,寛容,菅、酔う,,,,,,,,
2245,その意見にはついていけん,意見,ついていけん,,,,,,,,
2246,公聴会に呼ばれたのは校長かい？,公聴会,校長かい,,,,,,,,
2247,インドでインドッジする,インド,インドッジ,,,,,,,,
2248,グアム島に行ったら、グアァ～、武藤だ,グアム島,グアァ～、武藤,,,,,,,,
2249,骨董に凝<こ>っとーる,骨董,凝<こ>っとーる,,,,,,,,
2250,しゃけを食べるのはしゃけたい,しゃけ,しゃけたい,,,,,,,,
2251,腰痛の彼に言った。「よぉ、お疲れ！」,腰痛,よぉ、お疲れ,,,,,,,,
2252,Ａ：拉致されてらっちー,拉致,らっちー,,,,,,,,
2253,新年会に招待しねーんかい？,新年会,しねーんかい,,,,,,,,
2255,ついたてにひっ付いたって？,ついたて,ひっ付いたって,,,,,,,,
2256,オゴタイハンが奢った違反,オゴタイハン,奢った違反,,,,,,,,
2258,１名の名を書いちめー,１名,書いちめー,,,,,,,,
2259,針金みたいな針かね？,針金,針かね,,,,,,,,
2260,バターをくばった,バター,くばった,,,,,,,,
2261,トロン作った後はドロンかい？,トロン,ドロン,,,,,,,,
2263,サキイカ食べるの先か？,サキイカ,先か,,,,,,,,
2265,レジENDというレジェンド,レジEND,レジェンド,,,,,,,,
2266,蕎麦は早晩、食べるだろう,蕎麦,早晩,,,,,,,,
2267,鮎は、ああゆう川にいる,鮎,ああゆう,,,,,,,,
2268,舌をどうした？,舌,どうした,,,,,,,,
2269,サンドイッチを３度一から作る,サンドイッチ,３度一から作る,,,,,,,,
2270,ニュウヨークで入浴,ニュウヨーク,入浴,,,,,,,,
2271,簿価を知っているのは祖母か？,簿価,祖母か,,,,,,,,
2273,彫刻使うの、超、酷,彫刻,超、酷,,,,,,,,
2274,モグラの歯はもうぐらぐらなのかい？,モグラ,もうぐらぐら,,,,,,,,
2275,割り勘にしたがる上司とは、もう終わりかん？,割り勘,もう終わりかん,,,,,,,,
2276,対話するのは痛いわ,対話,痛いわ,,,,,,,,
2277,北海道、他移動,北海道,他移動,,,,,,,,
2279,癒しという言葉は卑<いや>しい,癒し,卑<いや>しい,,,,,,,,
2280,ホルンを放るん？,ホルン,放るん,,,,,,,,
2281,短剣を探検にもって行く,短剣,探検,,,,,,,,
2282,家事をするのが、そんなにおかじーか？,家事,おかじーか,,,,,,,,
2283,ハイセイコーが種つけてハイ、性交,ハイセイコー,ハイ、性交,,,,,,,,
2284,遺体は一体です,遺体,一体,,,,,,,,
2285,仕掛人が、歯科兼任・・・,仕掛人,歯科兼任,,,,,,,,
2286,意図を伝えることには苦労をいとわない,意図,いとわない,,,,,,,,
2287,アルパカが好きな、ある馬鹿,アルパカ,ある馬鹿,,,,,,,,
2288,同好会の人の瞳孔かい？,同好会,瞳孔かい,,,,,,,,
2289,横須賀等の地図を寄越す加藤,横須賀,寄越す加藤,,,,,,,,
2291,水族館にすい臓置くかん？,水族館,すい臓置くかん,,,,,,,,
2292,那覇市の綺麗な橋,那覇市,綺麗な橋,,,,,,,,
2293,緊張してるなんてきんちょー<貴重>な機会,緊張,きんちょー<貴重>,,,,,,,,
2294,若手が叫んだ。わっ、かてー,若手,わっ、かてー,,,,,,,,
2295,英語を話すエゴイスト,英語,エゴイスト,,,,,,,,
2296,カッコウは格好つけてる,カッコウ,格好,,,,,,,,
2297,鹿の世話をしっかりやれ,鹿,しっかりやれ,,,,,,,,
2298,皇太子殿下、早よ交代してんか,皇太子,交代してんか,,,,,,,,
2300,位置を書いちめー,位置,書いちめー,,,,,,,,
2301,呪いの動画、のろいのどうだ？,呪いの動画,のろいのどうだ,,,,,,,,
2302,おまぱふぇしました。パフェです,おまぱふぇ,パフェ,,,,,,,,
2303,癒しを求めることって、卑しいですか？,癒し,卑しい,,,,,,,,
2304,ソクラテスにそっくりです,ソクラテス,そっくりです,,,,,,,,
2305,君が気味悪いと思うものは何？,君,気味悪い,,,,,,,,
2306,悪が開く,悪,開く,,,,,,,,
2307,薬になっていくすりゴマ,薬,なっていくすりゴマ,,,,,,,,
2308,土佐に行ったとさ,土佐,行ったとさ,,,,,,,,
2309,「チョコちょうだい」「うんちょこっと」,チョコ,ちょこっと,,,,,,,,
2310,車庫外のシャコガイ,車庫外,シャコガイ,,,,,,,,
2311,店頭で転倒,店頭,転倒,,,,,,,,
2313,叔母<おば>が好きな尾羽,叔母<おば>,尾羽,,,,,,,,
2314,読書というのは、毒っしょー？,読書,毒っしょー,,,,,,,,
2315,松の結末,松,結末,,,,,,,,
2316,味噌汁の味は神のみぞ知る,味噌汁,神のみぞ知る,,,,,,,,
2317,男同士でどうしよう・・・,同士,どうしよう,,,,,,,,
2318,パラグアイに勝てるかどうかを決めるのは、選手の腹具合だ,パラグアイ,腹具合,,,,,,,,
2319,どのメダカにするか決めだか？,メダカ,決めだか,,,,,,,,
2320,ライスの好物はアイス,ライス,アイス,,,,,,,,
2321,ナンバーワンの難波ワン子,ナンバーワン,難波ワン子,,,,,,,,
2322,ロンドンのローンどう？,ロンドン,ローンどう,,,,,,,,
2323,ラッタをねラッタ,ラッタ,ねラッタ,,,,,,,,
2324,メロンなめろん,メロン,なめろん,,,,,,,,
2325,姪が名前を命名,姪,命名,,,,,,,,
2326,虎を捕らえる,虎,捕らえる,,,,,,,,
2327,中華に夢中か？,中華,夢中か,,,,,,,,
2328,ニドランの絵は全然にどらん,ニドラン,全然にどらん,,,,,,,,
2329,そういえば、総入れ歯です,そういえば,総入れ歯,,,,,,,,
2330,もんじゃ苦手なんてもんじゃない,もんじゃ,もんじゃない,,,,,,,,
2331,マウスを食べまーす,マウス,食べまーす,,,,,,,,
2332,マイコーりょうのmy香料,マイコーりょう,my香料,,,,,,,,
2333,俺んちのオレンジ食べる？,俺んち,オレンジ,,,,,,,,
2336,アラフラ海で、あら、フラかい？,アラフラ海,あら、フラかい,,,,,,,,
2337,ペレストロイカ知らないぺレス、トロいか？,ペレストロイカ,ぺレス、トロいか,,,,,,,,
2338,武道館移転話に関して、一部同感,武道館,一部同感,,,,,,,,
2339,カイコと邂逅<かいこう>,カイコ,邂逅<かいこう>,,,,,,,,
2340,モズクを食べたら、もうズックいらない,モズク,もうズック,,,,,,,,
2342,和食こぼしてわーショック,和食,わーショック,,,,,,,,
2343,李瑞鎮のイソジンうがい薬,李瑞鎮,イソジン,,,,,,,,
2344,名誉挽回に姪呼ばんかい？,名誉挽回,姪呼ばんかい,,,,,,,,
2345,アンコールワットでアンコウは捕れる,アンコールワット,アンコウは捕れる,,,,,,,,
2346,小さい丸は、困る,小さい丸,困る,,,,,,,,
2347,肛門に関係するもので、買<こ>うもんある？,肛門,買<こ>うもん,,,,,,,,
2348,ドーナツの出来具合はどうなってる？,ドーナツ,どうなってる,,,,,,,,
2349,媽媽騎馬、馬慢、媽媽罵馬<母は馬に乗る。馬が遅くて、母は馬を罵る。>,媽媽騎馬,媽媽罵馬,,,,,,,,
2350,中居と仲いい,中居,仲いい,,,,,,,,
2352,「真駒内って、昼間、混まないって？」,真駒内,昼間、混まないって,,,,,,,,
2353,この栗、くりくりしてる,栗,くりくり,,,,,,,,
2355,彼女は、マン毛の多さを自慢気・・・,マン毛,自慢気,,,,,,,,
2356,エジソンは、ええ自尊心してる,エジソン,ええ自尊心,,,,,,,,
2357,土管工事は今度かん？,土管,今度かん,,,,,,,,
2358,彼女はいやらしいダジャレは嫌らしいよ,いやらしい,嫌らしいよ,,,,,,,,
2359,栗とリスのクリトリス,栗とリス,クリトリス,,,,,,,,
2360,義理社会なのは、ギリシャかい？,義理社会,ギリシャかい,,,,,,,,
2361,メロディー歌えたら、メロンでぃーす,メロディー,メロンでぃーす,,,,,,,,
2362,バチカンで捨て鉢かん？,バチカン,捨て鉢かん,,,,,,,,
2363,マインドがいい国は、まぁ、インド,マインド,まぁ、インド,,,,,,,,
2364,メイド喫茶バイトばれ、姪ドキッさ,メイド喫茶,姪ドキッさ,,,,,,,,
2365,教授にきょうじゅうに出さなきゃ,教授,きょうじゅう,,,,,,,,
2366,やかんはやかんしかでてこない,やかん,やかん,,,,,,,,
2367,インドネシアはいいど、念写,インドネシア,いいど、念写,,,,,,,,
2368,背泳がはいえー<はえー>な,背泳,はいえー<はえー>な,,,,,,,,
2369,もぐらないモグラ無い,もぐらない,モグラ無い,,,,,,,,
2370,もみの木を揉み揉み<もみもみ>,もみ,揉み揉み<もみもみ>,,,,,,,,
2371,大名人は駄目ーじゃん,大名人,駄目ーじゃん,,,,,,,,
2372,可能だから買うのー？,可能,買うのー,,,,,,,,
2373,イギリス人の、息です,イギリス,息です,,,,,,,,
2374,寒風摩擦で完封魔娑斗,寒風摩擦,完封魔娑斗,,,,,,,,
2375,アテネの手当ね,アテネ,手当ね,,,,,,,,
2377,胃痙攣の人を、池入れん,胃痙攣,池入れん,,,,,,,,
2378,アールグレイの色は、オールグレイ,アールグレイ,オールグレイ,,,,,,,,
2379,元カレが「もっとカレー！」,元カレ,もっとカレー,,,,,,,,
2380,鹿児島の看護師まだ？,鹿児島,看護師まだ,,,,,,,,
2381,バッターを奪ったー,バッター,奪ったー,,,,,,,,
2383,妖怪に用かい？,妖怪,用かい,,,,,,,,
2384,八女に行くのはやめてくれ～,八女,やめて,,,,,,,,
2385,ハッサムはハンサム,ハッサム,ハンサム,,,,,,,,
2386,女はここにはおんな……,女,おんな,,,,,,,,
2387,源氏、罪に問われる現実味,源氏、罪,現実味,,,,,,,,
2388,アーカンソーのドアは、開<あ>かんそうだよ,アーカンソー,開<あ>かんそう,,,,,,,,
2389,危機低下の話、聞きてえか？,危機低下,聞きてえか,,,,,,,,
2390,大将とは対称的,大将,対称,,,,,,,,
2391,駿台行かずに、どーすんだい！？,駿台,どーすんだい,,,,,,,,
2392,演歌がそんなにえーんか,演歌,えーんか,,,,,,,,
2393,車がくるまで,車,くるまで,,,,,,,,
2394,水戸黄門のミトコンドリア,水戸黄門,ミトコンドリア,,,,,,,,
2395,スイーツ吸ういつ？,スイーツ,吸ういつ,,,,,,,,
2396,宣伝カーに、妻を乗せん殿下,宣伝カー,乗せん殿下,,,,,,,,
2397,糸こんにゃく食べるいとこ婚約,糸こんにゃく,いとこ婚約,,,,,,,,
2398,フードを大事にする風土,フード,風土,,,,,,,,
2399,バッターががんばったー,バッター,がんばったー,,,,,,,,
2400,ボコダの人がボコボコだ,ボコダ,ボコボコだ,,,,,,,,
2401,おちゃるがおこっちゃる,おちゃる,おこっちゃる,,,,,,,,
2402,学ランに目がくらんだ,学ラン,目がくらんだ,,,,,,,,
2403,亜美に死期を伝える安美錦,亜美,安美錦,,,,,,,,
2404,原点に戻るの減点,原点,減点,,,,,,,,
